Class Times	50
Rooms	10
1	477
2	34
3	350
4	558
5	461
6	737
7	34
8	861
9	851
10	583
Classes	500
Teachers	250
1	108
2	109
3	68
4	46
5	19
6	9
7	146
8	185
9	70
10	83
11	215
12	106
13	186
14	203
15	203
16	154
17	151
18	97
19	219
20	221
21	8
22	189
23	18
24	155
25	1
26	20
27	36
28	118
29	245
30	19
31	103
32	250
33	219
34	161
35	119
36	92
37	97
38	236
39	144
40	132
41	242
42	153
43	151
44	147
45	164
46	156
47	98
48	58
49	118
50	131
51	136
52	24
53	44
54	74
55	113
56	231
57	9
58	88
59	166
60	160
61	158
62	153
63	49
64	100
65	158
66	208
67	169
68	141
69	196
70	177
71	241
72	114
73	227
74	210
75	90
76	134
77	136
78	8
79	17
80	247
81	131
82	56
83	93
84	3
85	81
86	229
87	121
88	177
89	65
90	11
91	240
92	149
93	166
94	45
95	225
96	124
97	150
98	82
99	246
100	66
101	11
102	174
103	55
104	217
105	12
106	2
107	39
108	197
109	128
110	141
111	53
112	175
113	56
114	17
115	181
116	33
117	104
118	2
119	109
120	237
121	245
122	138
123	232
124	52
125	147
126	242
127	212
128	230
129	229
130	234
131	51
132	45
133	96
134	238
135	59
136	156
137	44
138	126
139	195
140	108
141	16
142	234
143	84
144	222
145	48
146	21
147	47
148	18
149	216
150	95
151	29
152	26
153	41
154	120
155	231
156	232
157	60
158	143
159	77
160	78
161	206
162	154
163	165
164	164
165	145
166	178
167	86
168	92
169	223
170	235
171	194
172	24
173	188
174	90
175	46
176	170
177	152
178	27
179	207
180	117
181	145
182	89
183	160
184	51
185	170
186	105
187	224
188	217
189	130
190	93
191	84
192	214
193	42
194	208
195	25
196	74
197	121
198	140
199	26
200	65
201	130
202	209
203	50
204	125
205	6
206	230
207	124
208	211
209	54
210	187
211	35
212	137
213	140
214	98
215	224
216	206
217	139
218	39
219	59
220	216
221	29
222	72
223	126
224	181
225	149
226	194
227	12
228	34
229	214
230	107
231	82
232	155
233	80
234	53
235	110
236	169
237	200
238	246
239	186
240	125
241	127
242	86
243	143
244	80
245	48
246	221
247	211
248	28
249	1
250	22
251	83
252	50
253	174
254	116
255	69
256	41
257	77
258	96
259	106
260	122
261	238
262	23
263	196
264	227
265	117
266	69
267	127
268	220
269	119
270	247
271	20
272	52
273	49
274	87
275	197
276	58
277	198
278	61
279	94
280	192
281	67
282	89
283	10
284	202
285	54
286	223
287	114
288	189
289	207
290	81
291	171
292	228
293	79
294	55
295	7
296	67
297	239
298	75
299	200
300	63
301	199
302	226
303	3
304	163
305	62
306	107
307	248
308	23
309	6
310	4
311	191
312	176
313	31
314	103
315	72
316	16
317	210
318	137
