Class Times	100
Rooms	20
1	349
2	622
3	507
4	742
5	288
6	952
7	908
8	106
9	703
10	139
11	644
12	78
13	394
14	553
15	462
16	22
17	645
18	565
19	32
20	750
Classes	2000
Teachers	1000
1	226
2	421
3	679
4	398
5	691
6	539
7	873
8	851
9	570
10	775
11	278
12	246
13	96
14	277
15	88
16	123
17	346
18	709
19	278
20	576
21	670
22	35
23	54
24	721
25	42
26	268
27	539
28	507
29	475
30	435
31	906
32	865
33	33
34	34
35	148
36	800
37	452
38	607
39	38
40	357
41	48
42	6
43	127
44	938
45	92
46	851
47	285
48	612
49	107
50	734
51	788
52	633
53	683
54	547
55	515
56	111
57	277
58	731
59	64
60	535
61	508
62	329
63	347
64	945
65	483
66	18
67	311
68	861
69	580
70	106
71	321
72	427
73	437
74	193
75	405
76	564
77	191
78	399
79	127
80	590
81	487
82	866
83	456
84	688
85	553
86	592
87	446
88	767
89	790
90	390
91	55
92	514
93	308
94	99
95	521
96	312
97	773
98	810
99	820
100	192
101	521
102	200
103	852
104	1000
105	275
106	640
107	914
108	585
109	65
110	227
111	293
112	578
113	110
114	579
115	328
116	168
117	952
118	100
119	402
120	419
121	69
122	593
123	995
124	976
125	283
126	715
127	91
128	304
129	502
130	806
131	210
132	725
133	949
134	567
135	517
136	718
137	520
138	396
139	459
140	129
141	33
142	682
143	249
144	407
145	303
146	17
147	284
148	925
149	207
150	361
151	543
152	170
153	484
154	290
155	13
156	181
157	789
158	871
159	875
160	9
161	592
162	426
163	844
164	659
165	531
166	653
167	765
168	361
169	238
170	306
171	505
172	245
173	934
174	793
175	737
176	815
177	693
178	865
179	648
180	802
181	453
182	444
183	316
184	190
185	950
186	968
187	684
188	616
189	227
190	552
191	724
192	43
193	371
194	230
195	626
196	114
197	454
198	416
199	388
200	3
201	100
202	64
203	988
204	689
205	875
206	405
207	715
208	545
209	332
210	205
211	250
212	1
213	486
214	564
215	469
216	957
217	145
218	114
219	907
220	111
221	511
222	957
223	462
224	264
225	75
226	959
227	669
228	134
229	876
230	327
231	869
232	807
233	301
234	931
235	893
236	911
237	58
238	775
239	441
240	383
241	243
242	269
243	223
244	770
245	496
246	568
247	417
248	75
249	547
250	310
251	158
252	115
253	374
254	317
255	83
256	675
257	150
258	20
259	225
260	916
261	497
262	316
263	802
264	266
265	589
266	145
267	455
268	872
269	834
270	581
271	417
272	681
273	58
274	246
275	549
276	797
277	870
278	190
279	239
280	755
281	234
282	804
283	543
284	411
285	866
286	321
287	179
288	533
289	705
290	60
291	423
292	22
293	39
294	894
295	208
296	163
297	982
298	918
299	907
300	938
301	311
302	975
303	757
304	203
305	91
306	924
307	302
308	601
309	513
310	115
311	425
312	942
313	691
314	249
315	497
316	927
317	312
318	211
319	820
320	879
321	353
322	602
323	378
324	57
325	616
326	90
327	135
328	129
329	314
330	817
331	403
332	585
333	887
334	433
335	447
336	541
337	981
338	233
339	826
340	276
341	341
342	626
343	833
344	967
345	681
346	498
347	792
348	231
349	218
350	414
351	366
352	54
353	65
354	745
355	236
356	71
357	662
358	234
359	500
360	790
361	678
362	486
363	667
364	897
365	218
366	716
367	433
368	713
369	621
370	62
371	3
372	849
373	721
374	216
375	260
376	53
377	916
378	487
379	334
380	432
381	742
382	910
383	96
384	642
385	688
386	976
387	215
388	713
389	797
390	839
391	245
392	535
393	272
394	523
395	57
396	310
397	104
398	479
399	602
400	673
401	207
402	308
403	861
404	729
405	375
406	148
407	580
408	628
409	119
410	228
411	7
412	362
413	120
414	843
415	817
416	961
417	563
418	559
419	965
420	99
421	983
422	813
423	758
424	906
425	460
426	304
427	534
428	699
429	684
430	182
431	439
432	673
433	814
434	142
435	726
436	984
437	370
438	217
439	196
440	25
441	372
442	990
443	338
444	650
445	353
446	837
447	659
448	638
449	587
450	823
451	780
452	158
453	240
454	125
455	876
456	436
457	706
458	24
459	975
460	382
461	621
462	765
463	119
464	247
465	593
466	569
467	1000
468	153
469	344
470	435
471	929
472	600
473	98
474	350
475	794
476	364
477	194
478	902
479	850
480	338
481	271
482	1
483	657
484	799
485	123
486	224
487	272
488	455
489	60
490	299
491	459
492	373
493	889
494	204
495	550
496	844
497	256
498	303
499	355
500	969
501	323
502	687
503	800
504	557
505	986
506	30
507	144
508	370
509	287
510	171
511	411
512	368
513	558
514	919
515	683
516	199
517	472
518	871
519	22
520	754
521	131
522	350
523	798
524	854
525	203
526	930
527	429
528	780
529	328
530	108
531	262
532	500
533	287
534	78
535	596
536	574
537	647
538	42
539	187
540	344
541	970
542	563
543	397
544	565
545	943
546	452
547	409
548	215
549	275
550	133
551	553
552	874
553	337
554	125
555	323
556	423
557	395
558	523
559	307
560	260
561	522
562	920
563	989
564	729
565	698
566	255
567	267
568	637
569	980
570	856
571	118
572	637
573	970
574	703
575	21
576	193
577	613
578	745
579	696
580	898
581	11
582	746
583	632
584	483
585	664
586	469
587	510
588	449
589	113
590	855
591	518
592	426
593	363
594	724
595	134
596	588
597	793
598	20
599	124
600	41
601	855
602	656
603	983
604	698
605	284
606	679
607	730
608	830
609	488
610	629
611	400
612	485
613	379
614	768
615	989
616	472
617	374
618	107
619	888
620	609
621	914
622	53
623	384
624	274
625	302
626	571
627	286
628	652
629	492
630	81
631	716
632	666
633	286
634	903
635	330
636	451
637	271
638	959
639	787
640	142
641	600
642	588
643	63
644	732
645	63
646	692
647	562
648	993
649	19
650	895
651	173
652	998
653	642
654	292
655	77
656	446
657	599
658	49
659	44
660	209
661	213
662	942
663	774
664	84
665	680
666	511
667	19
668	650
669	184
670	798
671	109
672	320
673	707
674	503
675	567
676	340
677	313
678	383
679	612
680	366
681	384
682	35
683	476
684	69
685	961
686	102
687	870
688	462
689	108
690	823
691	619
692	149
693	991
694	996
695	330
696	179
697	144
698	399
699	415
700	402
701	267
702	930
703	464
704	341
705	994
706	467
707	979
